zotero_key,author_position,openalex_author_id,display_name,country_code,institution
BE727DXZ,1,A5034086801,Adam M. Wilson,US,"University at Buffalo, State University of New York"
BE727DXZ,2,A5059379027,Brian Maitner,US,"University at Buffalo, State University of New York"
BE727DXZ,3,A5081903935,Glenn R. Moncrieff,ZA,University of Cape Town
BE727DXZ,3,A5081903935,Glenn R. Moncrieff,ZA,South African Environmental Observation Network
PPKBMMP2,0,A5025853719,Heidi M. Dierssen,US,University of Connecticut
PPKBMMP2,1,A5075918914,Michelle M. Gierach,US,Jet Propulsion Laboratory
PPKBMMP2,2,A5063918953,Liane Guild,US,Ames Research Center
PPKBMMP2,3,A5072896011,Antonio Mannino,US,Goddard Space Flight Center
PPKBMMP2,4,A5078092452,J. Salisbury,US,University of New Hampshire
PPKBMMP2,5,A5033346103,Stephanie Schollaert Uz,US,Goddard Space Flight Center
PPKBMMP2,5,A5033346103,Stephanie Schollaert Uz,US,National Aeronautics and Space Administration
PPKBMMP2,6,A5055749373,J. P. Scott,US,National Association of Social Workers
PPKBMMP2,7,A5014556096,Philip A. Townsend,US,University of Wisconsin–Madison
PPKBMMP2,8,A5026767494,Kevin Turpie,US,Goddard Space Flight Center
PPKBMMP2,9,A5041269771,Maria Tzortziou,US,City College of New York
PPKBMMP2,9,A5041269771,Maria Tzortziou,US,Goddard Space Flight Center
PPKBMMP2,10,A5013392757,Erin Urquhart,US,Goddard Space Flight Center
PPKBMMP2,11,A5059131580,Ryan Vandermeulen,US,NOAA National Marine Fisheries Service
PPKBMMP2,11,A5059131580,Ryan Vandermeulen,US,Office of Science
PPKBMMP2,12,A5042345986,P. Jeremy Werdell,US,Goddard Space Flight Center
S85MIDBQ,0,A5033730022,Laura E. Dee,US,University of Colorado Boulder
S85MIDBQ,1,A5019002025,Paul J. Ferraro,US,Johns Hopkins University
S85MIDBQ,1,A5019002025,Paul J. Ferraro,US,Johns Hopkins Medicine
S85MIDBQ,2,A5066514488,Christopher N. Severen,US,Federal Reserve Bank of Philadelphia
S85MIDBQ,3,A5084636349,Kaitlin Kimmel,US,University of Colorado Boulder
S85MIDBQ,4,A5054425806,Elizabeth T. Borer,US,University of Minnesota
S85MIDBQ,5,A5058363407,Jarrett E. K. Byrnes,US,University of Massachusetts Boston
S85MIDBQ,6,A5016026301,Adam Thomas Clark,AT,University of Graz
S85MIDBQ,7,A5091113989,Yann Hautier,NL,Utrecht University
S85MIDBQ,8,A5018954744,Andy Hector,GB,University of Oxford
S85MIDBQ,9,A5059481475,Xavier Raynaud,FR,Centre National de la Recherche Scientifique
S85MIDBQ,9,A5059481475,Xavier Raynaud,FR,Université Paris-Est Créteil
S85MIDBQ,9,A5059481475,Xavier Raynaud,FR,Université Paris Cité
S85MIDBQ,9,A5059481475,Xavier Raynaud,FR,Sorbonne Université
S85MIDBQ,9,A5059481475,Xavier Raynaud,FR,Institut d'écologie et des sciences de l'environnement de Paris
S85MIDBQ,9,A5059481475,Xavier Raynaud,FR,Institut de Recherche pour le Développement
S85MIDBQ,10,A5044264078,Peter B. Reich,US,University of Minnesota
S85MIDBQ,10,A5044264078,Peter B. Reich,US,Minnesota Department of Natural Resources
S85MIDBQ,10,A5044264078,Peter B. Reich,US,University of Michigan
S85MIDBQ,10,A5044264078,Peter B. Reich,AU,Western Sydney University
S85MIDBQ,11,A5062290591,Alexandra J. Wright,US,California State University Los Angeles
S85MIDBQ,12,A5033259536,Carlos Alberto Arnillas,CA,University of Toronto
S85MIDBQ,12,A5033259536,Carlos Alberto Arnillas,CA,The Scarborough Hospital
S85MIDBQ,13,A5071979623,Kendi F. Davies,US,University of Colorado Boulder
S85MIDBQ,14,A5091555028,Andrew MacDougall,CA,University of Guelph
S85MIDBQ,15,A5061716797,Akira Mori,JP,The University of Tokyo
S85MIDBQ,16,A5005507907,Melinda D. Smith,US,Colorado State University
S85MIDBQ,17,A5038647585,Peter B. Adler,US,Utah State University
S85MIDBQ,18,A5065787988,Jonathan D. Bakker,US,University of Washington
S85MIDBQ,19,A5024133569,Kate A. Brauman,US,University of Alabama
S85MIDBQ,20,A5016353787,Jane Cowles,US,University of Minnesota
S85MIDBQ,21,A5023428792,Kimberly J. Komatsu,US,Smithsonian Environmental Research Center
S85MIDBQ,22,A5062271268,Johannes M. H. Knops,CN,Xi’an Jiaotong-Liverpool University
S85MIDBQ,23,A5037939497,Rebecca L. McCulley,US,University of Kentucky
S85MIDBQ,24,A5051286471,Joslin L. Moore,AU,Monash University
S85MIDBQ,25,A5037782885,John W. Morgan,AU,La Trobe University
S85MIDBQ,26,A5021661900,Timothy Ohlert,US,Colorado State University
S85MIDBQ,27,A5074174474,Sally A. Power,AU,Western Sydney University
S85MIDBQ,28,A5049704200,Lauren L. Sullivan,US,Michigan State University
S85MIDBQ,29,A5039328232,Carly Stevens,GB,Lancaster University
S85MIDBQ,30,A5015141521,Michel Loreau,FR,Centre National de la Recherche Scientifique
S85MIDBQ,30,A5015141521,Michel Loreau,FR,Station d’Écologie Théorique et Expérimentale
R5Z6SWHK,0,A5058363407,Jarrett E. K. Byrnes,US,University of Massachusetts Boston
R5Z6SWHK,1,A5033730022,Laura E. Dee,US,University of Colorado Boulder
GNGJEEK8,0,A5038965637,Henry F. Houskeeper,US,Woods Hole Oceanographic Institution
GNGJEEK8,1,A5111897973,Stanford B. Hooker,US,Film Independent
JDNPS7WH,0,A5078335347,Anabelle W. Cardoso,ZA,University of Cape Town
JDNPS7WH,0,A5078335347,Anabelle W. Cardoso,US,"University at Buffalo, State University of New York"
JDNPS7WH,1,A5011542168,Erin L. Hestir,US,"University of California, Merced"
JDNPS7WH,2,A5075161633,Jasper A. Slingsby,ZA,University of Cape Town
JDNPS7WH,2,A5075161633,Jasper A. Slingsby,ZA,South African Environmental Observation Network
JDNPS7WH,3,A5021319056,Cherié J. Forbes,ZA,University of Cape Town
JDNPS7WH,3,A5021319056,Cherié J. Forbes,US,"University at Buffalo, State University of New York"
JDNPS7WH,4,A5081903935,Glenn R. Moncrieff,,
JDNPS7WH,5,A5030949747,Woody Turner,,
JDNPS7WH,6,A5082317382,Andrew Skowno,ZA,University of Cape Town
JDNPS7WH,6,A5082317382,Andrew Skowno,ZA,South African National Biodiversity Institute
JDNPS7WH,7,A5017719816,Jacob Nesslage,ZA,South African Environmental Observation Network
JDNPS7WH,8,A5004825526,Philip G. Brodrick,US,Jet Propulsion Laboratory
JDNPS7WH,9,A5026049247,Keith D. Gaddis,,
JDNPS7WH,10,A5034086801,Adam M. Wilson,US,"University at Buffalo, State University of New York"
G7CC23BR,0,A5072517782,Bongokuhle Sibiya,ZA,University of KwaZulu-Natal
G7CC23BR,1,A5031257536,John Odindi,ZA,University of KwaZulu-Natal
G7CC23BR,2,A5052316745,Onisimo Mutanga,ZA,University of KwaZulu-Natal
G7CC23BR,3,A5022441956,Moses Azong Cho,CA,Canadian Society of Intestinal Research
G7CC23BR,4,A5079099880,Cecilia Masemola,CA,Canadian Society of Intestinal Research
G7CC23BR,5,A5116428485,Johannes Van Stadenc,ZA,University of KwaZulu-Natal
G7CC23BR,6,A5063601518,McMaster Vambe,ZA,University of KwaZulu-Natal
N4U9G7BA,0,A5058363407,Jarrett E. K. Byrnes,US,University of Massachusetts Boston
N4U9G7BA,1,A5033730022,Laura E. Dee,US,University of Colorado Boulder
